doctor_name,speciality,area,latitude,longitude,fees,rating,contact,address,availability_text,availability_flag
Dr Kritika Verma,psychiatry,shahdara,28.679754,77.267898,900.0,4.2,+91-950766515,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ajay Saxena,psychiatry,shahdara,28.67187,77.301764,2500.0,3.9,+91-944261371,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manju Gupta,psychiatry,shahdara,28.681747,77.265993,2500.0,3.8,+91-971555091,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ishaan Kohli,psychiatry,shahdara,28.703801,77.285928,3000.0,4.8,+91-915238056,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Aggarwal,psychiatry,shahdara,28.686923,77.279143,1200.0,4.2,+91-942265424,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Mehta,psychiatry,shahdara,28.678811,77.296567,500.0,4.7,+91-963687442,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Payal Khurana,psychiatry,shahdara,28.681951,77.279287,1200.0,3.9,+91-942681558,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mohit Bansal,psychiatry,shahdara,28.663215,77.304136,500.0,4.1,+91-929768848,"Psychiatry Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr A K Sharma,urology,dwarka,28.612219,77.059961,1200.0,3.8,+91-924163313,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Malhotra,urology,dwarka,28.591849,77.039005,3000.0,4.3,+91-997394787,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vivek Kumar,urology,dwarka,28.57569,77.031082,1000.0,4.2,+91-940936661,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Gupta,urology,dwarka,28.585666,77.039677,3000.0,4.7,+91-912536847,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Suresh Chawla,urology,dwarka,28.603875,77.058541,800.0,4.2,+91-911671291,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Karan Mehra,urology,dwarka,28.587412,77.067601,3000.0,4.0,+91-968902706,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajeev Verma,urology,dwarka,28.613922,77.056908,1500.0,4.1,+91-962584774,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nitin Jain,urology,dwarka,28.576046,77.052568,2500.0,4.3,+91-995922947,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harish Khanna,urology,dwarka,28.60585,77.031388,2000.0,4.0,+91-931601395,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Bansal,urology,dwarka,28.612024,77.056359,1000.0,4.5,+91-950985785,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Praveen Gupta,urology,dwarka,28.575662,77.035539,3000.0,4.9,+91-968961490,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sanjay Arora,urology,dwarka,28.585235,77.066877,800.0,4.2,+91-989064290,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepak Kapoor,urology,dwarka,28.608123,77.04997,3000.0,4.8,+91-960693649,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rakesh Singh,urology,dwarka,28.579563,77.045064,1000.0,4.7,+91-913825704,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manish Aggarwal,urology,dwarka,28.597864,77.052349,2500.0,4.1,+91-947609984,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vinod Srivastava,urology,dwarka,28.592312,77.039995,2500.0,4.0,+91-968445031,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arun Sharma,urology,dwarka,28.597376,77.067556,2000.0,4.0,+91-962378491,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mukesh Gupta,urology,dwarka,28.608757,77.061008,2000.0,4.3,+91-906891997,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pankaj Sethi,urology,dwarka,28.58944,77.060945,1200.0,4.5,+91-928867793,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kumar Reddy,urology,dwarka,28.60393,77.058175,1200.0,4.8,+91-966561191,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ashish Goyal,urology,dwarka,28.57962,77.05571,1000.0,4.9,+91-952754032,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Saxena,urology,dwarka,28.595806,77.055794,1200.0,4.5,+91-934969104,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amitabh Singh,urology,dwarka,28.58218,77.044314,1500.0,4.1,+91-982925157,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neeraj Verma,urology,dwarka,28.611664,77.034068,1000.0,4.7,+91-980555763,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Puneet Arora,urology,dwarka,28.586953,77.044479,1500.0,4.1,+91-937984934,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gaurav Bhatia,urology,dwarka,28.608774,77.038512,3000.0,4.7,+91-929572135,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Mehta,urology,dwarka,28.584332,77.044796,1000.0,4.2,+91-946874359,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tarun Khanna,urology,dwarka,28.587428,77.055004,1500.0,3.8,+91-978788924,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sameer Malhotra,urology,dwarka,28.574851,77.067165,3000.0,4.8,+91-987437688,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yogesh Jain,urology,dwarka,28.609535,77.060148,1500.0,4.5,+91-944458526,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurabh Goel,urology,dwarka,28.614193,77.04692,2000.0,4.9,+91-913886085,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Dinesh Arora,urology,dwarka,28.595856,77.062913,3000.0,4.4,+91-975461858,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kapil Tandon,urology,dwarka,28.585507,77.046982,3000.0,4.0,+91-968781851,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Naveen Sood,urology,dwarka,28.594186,77.063223,1500.0,4.3,+91-905698026,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Alok Mishra,urology,dwarka,28.589466,77.056977,800.0,4.0,+91-918247164,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sachin Rawat,urology,dwarka,28.59891,77.065674,1000.0,4.1,+91-965347657,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mayank Gupta,urology,dwarka,28.57733,77.056492,2500.0,4.1,+91-978459969,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ravinder Gill,urology,dwarka,28.585584,77.02904,1200.0,4.4,+91-977104879,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Irfan Khan,urology,dwarka,28.594764,77.03051,800.0,4.5,+91-915972090,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Devendra Yadav,urology,dwarka,28.593203,77.045381,2000.0,4.6,+91-938592634,"Urology Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr R K Gupta,urology,krishna nagar,28.664447,77.26648,2500.0,4.7,+91-928027483,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amitabh Jain,urology,krishna nagar,28.650159,77.285367,1000.0,4.7,+91-969549475,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sanjay Khosla,urology,krishna nagar,28.643738,77.299004,1200.0,4.5,+91-935329039,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pawan Bhatia,urology,krishna nagar,28.664686,77.283917,1200.0,4.8,+91-980933557,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ajay Mehra,urology,krishna nagar,28.657681,77.274348,2500.0,4.8,+91-962252214,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Raman Kapoor,urology,krishna nagar,28.635255,77.300381,2500.0,4.5,+91-961643778,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ashok Verma,urology,krishna nagar,28.66801,77.285867,1000.0,4.2,+91-979228559,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Naresh Jain,urology,krishna nagar,28.643696,77.300478,3000.0,4.7,+91-916538448,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vijay Prakash,urology,krishna nagar,28.633239,77.266524,1000.0,4.6,+91-927313290,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Girish Singh,urology,krishna nagar,28.666811,77.289681,1200.0,4.1,+91-901628783,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Siddharth Malhotra,urology,krishna nagar,28.652443,77.301088,1500.0,4.1,+91-933535117,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Arora,urology,krishna nagar,28.649198,77.302692,1000.0,3.9,+91-974846072,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tarun Gupta,urology,krishna nagar,28.665674,77.299033,2000.0,4.6,+91-921735886,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepender Singh,urology,krishna nagar,28.633513,77.275805,2500.0,4.1,+91-953096019,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Hemant Kumar,urology,krishna nagar,28.635727,77.268707,1200.0,3.9,+91-946529399,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sachin Yadav,urology,krishna nagar,28.63278,77.289013,1000.0,4.6,+91-956799383,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mahesh Sharma,urology,krishna nagar,28.651049,77.281481,1000.0,4.3,+91-944723588,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yogesh Agarwal,urology,krishna nagar,28.662062,77.268664,1200.0,4.1,+91-916057104,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Prakash Narayan,urology,krishna nagar,28.645707,77.281052,1000.0,4.3,+91-997731137,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Dinesh Chandra,urology,krishna nagar,28.642248,77.285075,1500.0,4.0,+91-927884923,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Saxena,urology,krishna nagar,28.656508,77.280746,2000.0,4.2,+91-929845721,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rakesh Bansal,urology,krishna nagar,28.639104,77.281153,1200.0,4.3,+91-973834083,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manoj Tiwari,urology,krishna nagar,28.63271,77.272792,1000.0,4.3,+91-981366881,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sandeep Goyal,urology,krishna nagar,28.635201,77.273117,2500.0,4.1,+91-986792078,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kunal Mehra,urology,krishna nagar,28.654974,77.286763,1000.0,4.5,+91-994065874,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ravindra Sharma,urology,krishna nagar,28.665433,77.26914,2500.0,4.1,+91-906059427,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anoop Khurana,urology,krishna nagar,28.63295,77.290456,1200.0,4.1,+91-972494588,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Naveen Jain,urology,krishna nagar,28.632593,77.296321,2000.0,4.9,+91-916954203,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sanjiv Aggarwal,urology,krishna nagar,28.63798,77.292032,800.0,4.7,+91-992624838,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mohit Bansal,urology,krishna nagar,28.66362,77.300516,2000.0,4.8,+91-904898706,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Sehgal,urology,krishna nagar,28.651959,77.298924,800.0,4.1,+91-978003843,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Sood,urology,krishna nagar,28.651565,77.272112,800.0,4.3,+91-954953982,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pankaj Khanna,urology,krishna nagar,28.659001,77.281201,800.0,4.1,+91-944288936,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shailendra Singh,urology,krishna nagar,28.632506,77.299778,1200.0,4.7,+91-933888931,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Bhatia,urology,krishna nagar,28.636488,77.285567,1500.0,4.0,+91-984542363,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajiv Malhotra,urology,krishna nagar,28.638238,77.268409,1200.0,4.8,+91-954672973,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harmeet Singh,urology,krishna nagar,28.665344,77.301717,2500.0,4.8,+91-957668424,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunil Joshi,urology,krishna nagar,28.654484,77.271972,800.0,4.0,+91-965364544,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Prem Narayan,urology,krishna nagar,28.63054,77.290076,1500.0,3.9,+91-957266998,"Urology Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anuj Gupta,urology,rohini,28.714729,77.123731,3000.0,4.3,+91-973671143,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajesh Kumar,urology,rohini,28.736372,77.129378,1000.0,4.4,+91-940298213,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Aakash Sharma,urology,rohini,28.713257,77.103471,3000.0,3.9,+91-951961868,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rakesh Gupta,urology,rohini,28.731555,77.0926,1000.0,3.9,+91-919224348,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurabh Jain,urology,rohini,28.717085,77.092465,2500.0,4.6,+91-945718517,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neeraj Verma,urology,rohini,28.704305,77.118619,2000.0,4.4,+91-997953477,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Kumar,urology,rohini,28.724662,77.103331,800.0,4.8,+91-959364112,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Puneet Singh,urology,rohini,28.719229,77.102072,2500.0,4.7,+91-977634505,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhupinder Kaur,urology,rohini,28.733712,77.125331,2000.0,4.7,+91-905598866,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Sharma,urology,rohini,28.720352,77.116841,1000.0,4.4,+91-911553071,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Himanshu Saini,urology,rohini,28.734076,77.110389,1500.0,4.8,+91-980153180,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kunal Kapoor,urology,rohini,28.740055,77.102173,2500.0,3.9,+91-954609601,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harpreet Singh,urology,rohini,28.707445,77.126577,2000.0,4.7,+91-995717110,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sudeep Rao,urology,rohini,28.738214,77.091787,2500.0,4.5,+91-956183574,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mohit Bhatia,urology,rohini,28.719338,77.127649,1200.0,4.3,+91-985595261,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Kumar,urology,rohini,28.741346,77.095967,3000.0,4.5,+91-995857189,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kapil Sharma,urology,rohini,28.708874,77.117059,1000.0,3.8,+91-959899519,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sanjiv Nanda,urology,rohini,28.721389,77.10965,1000.0,4.1,+91-935306596,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Bhatia,urology,rohini,28.733735,77.104706,1500.0,4.0,+91-920225668,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manoj Taneja,urology,rohini,28.720945,77.101104,1200.0,4.7,+91-906984535,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Malhotra,urology,rohini,28.723119,77.097228,2500.0,4.0,+91-919276193,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gagan Deep,urology,rohini,28.709909,77.112589,3000.0,4.7,+91-999512753,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vivek Arora,urology,rohini,28.741601,77.117477,2000.0,4.2,+91-927998726,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sameer Khanna,urology,rohini,28.728242,77.098871,2500.0,4.0,+91-951422264,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nikhil Jain,urology,rohini,28.724363,77.114033,800.0,4.9,+91-969089882,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ashish Kapoor,urology,rohini,28.731555,77.113732,1200.0,4.6,+91-923656976,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sanjay Sood,urology,rohini,28.718062,77.117589,3000.0,4.5,+91-915105738,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Varun Mehra,urology,rohini,28.717419,77.09442,1000.0,4.0,+91-965166696,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepak Rawat,urology,rohini,28.712443,77.106068,2000.0,4.2,+91-957595094,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Keshav Gupta,urology,rohini,28.704417,77.107785,3000.0,4.8,+91-982608688,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Chugh,urology,rohini,28.73585,77.125731,1000.0,4.6,+91-918848992,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nitin Bansal,urology,rohini,28.709608,77.100245,1500.0,4.1,+91-948958103,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yashpal Singh,urology,rohini,28.728113,77.090065,2000.0,4.6,+91-932384167,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rahul Tiwari,urology,rohini,28.704316,77.120249,1000.0,4.9,+91-949061794,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pradeep Arora,urology,rohini,28.706716,77.121426,1500.0,4.3,+91-938629634,"Urology Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
